Region,Sq. Km
KABOSON,27
KABOSON,11.5
KAMONGIL,15.5
LELAITICH,25.2
KAPSABUL,13.9
LELAITICH,11.2
SIGOR,45.9
AREIYET,13.7
KIPKEIGEI,13.6
SIGOR,18.6
SUGUMERGA,34.2
CHEPTAGUM,7.9
NYAMBUGO,15.9
SUGUMERGA,10.4
SIONGIROI,253.7
BINGWA,50.4
BINGWA,12.5
CHELELACH,9.5
CHEPWOSTUIYET,14.6
KAPOLESEROI,13.7
CHEBUNYO,29.9
CHEBUNYO,12.5
ROBORWO,17.4
KAMAGET,19.2
KAMOKIBOI,10.5
TILANGOK,8.7
KONGASIS,32
KIMAYA,10.6
KIRIBA,9.4
SEGEMIK,11.9
MAKIMENY,45.4
KABEMA,9.1
KIBOSON,8.1
KOIMIRET,12
MAKIMENY,8.4
MENGWET,7.8
MOGOR,25.1
CHEBOYO,7.5
KATARET,12.4
MOGOR,5.3
SIONGIROI,51.7
KABISIMBA,9.8
KIPSUTER,11.3
SIONGIROI,30.6
KONOIN,392.5
BOITO,34.1
BOITO,21.4
BOITO,13.1
KAPTEMBWO,8.3
CHEMELET,12.7
CHEMELET,5.7
KABIANGEK,6.9
CHEPTALAL,89.8
BOSTO,8.8
BOSTO,8.8
CHEPTALAL,21.7
TABOINO,17.2
KITALA,4.5
EMBOMOS,18.6
SIOMO,8.6
EMBOMOS,10
KIPTENDEN,9.3
KIPTENDEN,9.3
SATIET,7.6
KUGERWET,4.7
SATIET,2.9
SOTIT,15.4
KIMARWANDI,5.2
KIRIMOSE,4.7
SOTIT,5.5
TEREK,8.5
TEREK,8.5
KIMULOT,207.6
CHEBANGANG,16.2
CHEBANGANG,9.4
KAPSENGERE,6.7
KAPTEBENGWET,33.6
BESIOBEI,7.9
KAMOGOMON,25.7
KAPTIEN,15
KAPSIGOWO,3.9
KAPTIEN,11.1
KIMULOT,27.4
CHEMALAL,5.4
KAPSET,15.5
KAPSINENDET,6.4
SAOSA,115.5
CHEMOSIT,31.6
CHEPCHABAS,54.3
CHEPKEMBE,29.6
KONOIN,61.1
CHONGENWO,6
CHONGENWO,6
MOGOGOSIEK,9.4
SASETA,9.4
MOSONIK,10.7
CHEPKOCHUN,7.1
MOGONJET,3.6
NGERERIT,10
KAPRORET,4.7
NGERERIT,5.3
SIMOTI,9.1
KAPTENGECHA,4.5
SIMOTI,4.6
KOIWA,15.9
CHEPTINGTING,7.3
KAPKEN,8.6
SOTIK,544.3
ABOSI,82.9
ABOSI,52.7
ABOSI,11
KAPCHUMBE,32.2
KAPLOMBOI,9.5
GELEGELE,30.2
GELEGELE,14.6
KIPSIMBOL,9.4
KOIYET,6.3
KAPLETUNDO,79.2
CHEBILAT,9.2
CHEBILAT,4.3
TOGOMIN,4.9
CHEBIRBELEK,18.8
CHEBIRBELEK,10.5
SIROIN,8.3
KAMUNGEI,16.6
KAMUNGEI,5.7
KAPKOITIM,4.6
KENENE,6.2
KAPLETUNDO,15.2
BALEK,9.4
CHESILYOT,5.8
KIMAWIT,11.6
KERONJO,3.6
KIMAWIT,8
KIMOLWET,7.8
KAPKESEMBE,3.6
KIMOLWET,4.2
MUTARAKWA,148.8
KANUSIN,24.6
KANUSIN,9.5
KAPSANG'ARU,8.4
SOLYOT,6.6
KIPTULWA,82.4
CHEBOLE,29.9
KAPKURES,13.6
KINYELWET,22
KIPSONOI,16.9
MUTARAKWA,41.8
LELDAET,22.8
TARAKWA,19
NDANAI,77.5
KAPKELEI,37.3
KAPKELEI,8.9
MOTIRET,7.2
OLDEBESI,7.4
SIGORIAN,13.8
NDANAI,40.2
CHEPKEIGEI,5.6
CHEPLELWA,11.6
KIPSINGEI,10.9
NDANAI,12.1
SOTIK CENTRAL,155.9
CHEMAGEL,22.4
CHEBONGI,6.3
KIPAJIT,11.3
SOTIK,4.8
KAPLONG,20.4
KAPCHEPKORO,9.9
KAPLONG,10.6
MANARET,52.8
MANARET,8.9
CHEPILAT/MANARET,12.9
MABWAITA,11.6
MONIRE,19.5
RONGENA,18.8
KIPNGOSOS,5.7
RONGENA,13.1
TEMBWO,23.8
BURGEI,8.6
TEMBWO,15.1
YAGANEK,17.8
EMITYOT,9.3
YAGANEK,8.5
BOMET CENTRAL,286.1
BOMET CENTRAL,286.1
CHESOEN,28.2
CHESOEN,9.8
KAMOGOSO,12.4
KIPLELJI,6
ITEMBE,39
ITEMBE,20.4
KABISOGE,18.6
KYOGONG,33.6
GOITAB SILIBWET,17
KYOGONG,16.7
MUGANGO,21
KITOBEN,11.2
MUGANGO,9.8
NDARAWETA,53.7
KABUSARE,17.3
NGAINET,14.3
NYONGORES,7.3
TEGANDA,14.7
SIBAIYAN,32.9
KAPKOROS,20.5
SIBAIYAN,12.3
SINGORWET,23.5
AISAIK,8.1
KABUNGUT,6.2
SINGORWET,9.1
TOWNSHIP,54.1
CHEPNGAINA,10.5
KAPSIMBIRI,6
KAPSIMOTWA,12.9
MOTIGO,12.2
SILIBWET,12.7
MAU FOREST,518.6
MAU FOREST,518.6
MAU FOREST,518.6
MAU FOREST,518.6
KAKAMEGA,"3,016.60"
BUTERE,210.1
BUTERE,79.8
BUTERE TOWNSHIP,11.8
SHIREMBE,4.9
SHIROTSA,6.9
IMANGA,20.5
BULANDA,9.4
SHITSITSWI,11
MARAMA CENTRAL,18.2
IBOKOLO,11.7
MUTOMA,6.5
MARENYO,18.7
BUBOKO,4.5
MUYUNDI,9.1
SHIKUNGA,5
SHINAMWENYULI,10.7
EBULAFU,5.2
EMULECHE,5.5
LUNZA,83.6
BUCHENYA,7.6
EMUKANGU,3.7
MANYIKA,3.9
MARAMA NORTH,32.4
EBUSHITINJI,7.4
INAYA,6
LUKOHE,7.7
SHIRAHA,11.3
MARAMA WEST,27
BUMAMU,8
LUNZA,19
SHITARI,16.6
EMATENDE,10.5
ITUTI,6.1
SHIATSALA,46.6
MANYALA,15.5
BUSHIENI,7.2
EBUKUTI,5.6
ESHIENJERA,2.6
MARAMA SOUTH,17.9
MASABA,8.5
SHIATSALA,4.4
SHIBEMBE,5
SHIANDA,13.3
EBUBALA,3.7
EBUKHOKO,4.1
MABOLE,5.5
KAKAMEGA CENTRAL,155.2
LURAMBI,113.8
BUTSOTSO CENTRAL,48.5
ESHISIRU,8.7
SHIBULI,25.3
SHIYUNZU,14.5
EAST BUTSOTSO,33.6
INDANGALASIA,11.1
MURUMBA,14.5
SHIRAKALU,8
BUTSOTSO SOUTH,31.8
EMUKAYA,8.7
ESHIBEYE,13.4
MATIOLI,9.7
MUNICIPALITY,41.4
BUKHUNGU,23.6
MAHIAKALO,8.3
SHIRERE,15.4
SHIEYWE,17.8
SICHILAYI,15.2
TOWNSHIP,2.5
KAKAMEGA EAST,417.2
ILEHO,81.4
IVIHIGA,37.5
IKUYWA,1.6
LUKUSI,16.1
LUNYU,19.7
KAMBIRI,43.9
BULOVI,14.4
BUYANGU,7.8
IVAKALE,11.9
LUBAO,9.7
SHINYALU,140.4
ILESI,23.7
MALIMILI,6.2
MUGOMARI,6.3
MUKHONJE,11.2
KHAYEGA,37.7
LUGOSE,8.1
MUSENO,5.7
SHIDODO,10.8
SHIRULU,6.7
SHITOCHI,6.4
MURHANDA,35.5
ITENYI,6.7
MUKULUSU,11
SHISEMBE,5.8
SHISWA,12
SHIBUYE,43.4
MUKANGO,8.5
SHIASABA,9.1
SHING'ODO,11.2
VIRHEMBE,14.7
KAKAMEGA FOREST,195.4
KAKAMEGA EAST,195.4
KAKAMEGA EAST FOREST,195.4
KAKAMEGA NORTH,420.8
CHESERO,51
CHESERO,19.2
BUNUKU,2.9
LWANDA,16.4
NGUVULI,14.3
FUVALE,6.6
KAKUNGA,7.7
IKOLI,17.5
IKOLI,5
KUVASALI,5.5
MUKHUYU,7
KABRAS CENTRAL,92.4
MATIOLI,28.6
BUTALI,9.4
MUKAVAKAVA,9.7
SHIPALA,3
TANDE,6.4
MUGAI,15.8
LUKALA,4.7
MUSUNGU,5.4
SUNDULO,5.8
SHIRUGU,34.8
MALEKHA,14.4
SAMITSI,11.3
SHEYWE,9.1
TOWNSHIP,13.2
ISANJIRO,2.2
MALANGA,6.2
SHIVIKHWA,4.8
KABRAS EAST,49.4
CHEMUCHE,16.5
MASUNGUTSA,3.5
MUSINGU,5.7
TUMBENI,7.4
KABRAS EAST,32.9
CHEMUCHE,5.8
CHIMORONI,8
KIMANGETI,10.8
LUKHOKHO,8.2
KABRAS NORTH,107.8
CHEGULO,44.4
CHEBWAI,4.7
MAHUSI,11.9
MATSAKHA,10
NAMUSHIYA,5.7
SHIVAGALA,6.2
TIMBITO,5.9
SHIVANGA,34
CHEPTULI,6.2
FUVUYE,8.5
MURIOLA,11
TERESIA,8.2
SILUNGAI,29.4
MANDA,10.9
SHIANDICHE,5.7
TOMBO,12.8
KABRAS SOUTH,72.8
CHEVOSO,13
CHEVOSO,5.7
IFWETERE,3.6
MUNDOLI,3.7
MAHIRA,29.6
MUKHONJE,6.7
MUTING'ONG'O,5.9
MWERA,8.2
SHILONGO,8.8
SHAMBERERE,13.6
BUKHAKUNGA,4.8
SASALA,4.7
SHAMBERERE,4.1
SHIANDA,16.6
LUNYINYA,7.7
SHAMONI,8.9
KABRAS WEST,47.3
BURUNDU,20.9
BURUNDU,6.9
MUTSUMA,4.7
SAWAWA,5
SHIMULI,4.4
LUKUME,13.7
LUKALA WEST,6.3
LUKUME,7.4
SHIKUTSE,12.7
INDULUSIA,5.8
SHIKUTSE,6.9
KAKAMEGA SOUTH,146.2
IKOLOMANI NORTH,89.3
ISULU,26.9
LUNERERE,6.2
MUKONGOLO,5.1
MUSOLI,9.7
SHIBUNAME,5.9
SHIRUMBA,19.5
MALINYA,5.3
SHITOLI,6.7
SHIVAGALA,7.6
SHISELE,42.8
MUTAHO,11.4
SHIKULU,9.1
SHIMANYIRO,13.5
SHISESO,8.9
IKOLOMANI SOUTH,56.9
EREGI,9.4
LUKOSE,3
SHANJETSO,3.2
SHISEJERI,3.2
IGUHU,32.9
IVONDA,10
LIRHEMBE,3
MAKHOKHO,6
SAVANE,8.2
SHIVEYE,5.8
SHIKUMU,14.6
KALUNI,4.8
MADIVINI,5
SHABWALI,4.8
KHWISERO,145.6
KHWISERO EAST,63.2
KISA EAST,16.9
EMASATSI,8
EMURUBA,4.2
MUNJITI,4.7
KISA NORTH,26.2
MUNDOBELWA,16
MWIKALIKHA,10.3
KISA SOUTH,20.1
EMALINDI,8.5
ESHIBINGA,6.4
MUNDAHA,5.1
KHWISERO WEST,82.5
ESHIROMBE,10.5
EBUHALA,5.4
IKOMERO,5.1
KISA CENTRAL,25.1
EMUTSASA,6.5
MUNDEKU,5.5
WAMBULISHE,13.1
KISA WEST,17.7
DOHO,5.4
DUDI,4.2
MUHAKA,8
MULWANDA,29.2
ESHIRALI,8.5
KHUSHIKU,5.9
MULWANDA,7.1
MUSHIANGUBU,7.7
LIKUYANI,316.1
LIKUYANI,316.1
KONGONI,105.3
KONGONI,11.3
MAWE TATU,23.4
SANGO,23.8
SOY,14
NASIANDA,24.3
MUKUNGA,8.5
LIKUYANI,56.9
KILIMANI,36.1
MALOBA,20.8
NZOIA,63.6
MATUNDA,9.8
MOI'S BRIDGE,7.6
MUSEMWA,14.1
MTONI,0.2
VINYENYA,10.9
NZOIA,19.9
MBURURU,1.1
SINOKO,34.3
MILIMANI,7.3
MWIBA,16.2
NAMUNYIRI,10.7
SEREGEYA,24.2
SEREGEYA,24.2
LWANDA,7.8
LWANDA,7.8
SANGO,24.1
LUKUSI,24.1
LUGARI,254.3
LUGARI,160.6
CHEKALINI,20.9
KOROMAITI,10.9
MUKHUYU,10
LUGARI,37.6
LUGARI,17.6
SIRENDE,20
LUMAKANDA,35.7
LUMAKANDA,13.4
MUGUNGA,8.7
MUNYUKI,13.5
MARAKUSI,43.8
MANYONYI,18.4
MARAKUSI,25.4
MUSEMBE,22.5
ANGAYU,11.2
MUSEMBE,11.3
LUMAKANDA,93.7
MAUTUMA,43.2
MBAGARA,20.3
SIPANDE,22.9
MUKUYU,24.5
MLIMANI,13
MUKUYU,11.5
MWAMBA,26
MWAMBA,26
MATETE,102.7
LWANDETI,44.4
LWANDETI,25.1
LWANDETI,14.8
MABUYE,10.3
MATURU,19.3
MAHANGA,8.6
MATURU,10.7
MATETE,58.3
CHEVAYWA,23.9
KIVAYWA,13.3
VUYIKA,10.6
KILIBOTI,34.4
KILIBOTI,12.9
KULUMBENI,21.5
MATUNGU,275.6
KOYONZO,124.7
INDANGALASIA,28
ESHIRUMBWE,10.5
INDANGALASIA,17.5
KOYONZO,38.7
EJINJA,11.6
KOYONZO,15.5
NANYENI,11.5
LUNG'ANYIRO,29.4
LUNG'ANYIRO,14.2
MUNAMI,15.2
NAMAMALI,28.6
MIRERE,16.5
NAMAMALI,12.1
MATUNGU,150.9
KHALABA,44.9
KHALABA,28.7
MUSAMBA,16.2
KHOLERA,56.2
BULIMBO,11.2
KHOLERA,25.2
NAMULUNGU,19.8
MATUNGU,49.8
MAKALE,16.9
MATUNGU,14.9
MAYONI,18
MUMIAS EAST,150.2
EAST WANGA,49.4
EAST WANGA,20.2
BUMINI,9.7
MUNG'ANG'A,10.5
KHAUNGA,11.9
KHAUNGA,5.4
MAHOLA,6.6
SHIANDA,17.2
ELUCHE,7.9
SHIANDA,9.4
ISONGO,49.1
ISONGO,21.7
ISONGO,11.3
KHAIMBA,10.4
MALAHA,9.8
EBUSIA,4.5
MALAHA,5.4
MAKUNGA,17.5
MAKUNGA,8.2
MARABA,9.3
LUSHEYA,51.7
EKERO,12.8
EKERO,7.5
KAMASHIA,5.4
LUBINU,17.7
LUBINU,9.5
SHIBINGA,8.3
LUSHEYA,21.1
EMAKHWALE,7.2
LUSHEYA,13.9
MUMIAS WEST,163.3
MUMIAS,68.1
LUREKO,24
LUREKO,10.1
MATAWA,13.8
NABONGO,44.1
NUCLEUS,34.4
TOWNSHIP,9.8
WANGA SOUTH,95.2
BUCHIFI,29.4
BUCHIFI,15.2
MASINJIRA,14.2
BUKAYA,20.4
BUKAYA,9.6
MUKHUWA,10.7
MUSANDA,28.4
BUNGASI,14.5
MUSANDA,13.9
SHIKALAME,17.1
ESHIHAKA,6.9
ESHIKALAME,10.2
NAVAKHOLO,259.3
BUNYALA EAST,46.8
EAST BUNYALA,23.2
NAMIRAMA,14.2
SIYOMBE,9
SIVILIE,23.7
MUSAGA,10
SIVILIE,13.6
BUNYALA WEST,73.9
BUDONGA,13.8
BUDONGA,6.2
NANGANDA,7.7
BUNYALA WEST,18.3
LUSUMU,10
NDEREMA,8.3
SIDIKHO,21.3
KISEMBE,10
SIDIKHO,11.3
SISOKHE,20.5
KAMULI,11.1
KOCHWA,9.4
BUTSOTSO NORTH,83.2
BUTSOTSO NORTH,34.2
INGOTSE,16
MATIHA,18.2
BUTSOTSO WEST,49
ESUMEYIA,20
SHIKOMARI,13.1
SHINOYI,16
NAVAKHOLO,55.4
BUCHANGU,15.9
EMUHUNI,8
SIYENGA,7.8
NAMBACHA,39.5
BUCHANGU,8.8
MUKHWESO,7.5
NAMBACHA,7.1
SIRIGOI,16.1
VIHIGA,563.8
EMUHAYA,89
ELUKONGO,39
EMAKUNDA,7.9
EMMUKUNZI,4.4
EBUSUBI,1.5
EBUKHAYA,2
EBUSIRATSI,6.6
EKAITA,3.3
EMATSULI,3.3
ECHICHIBULU,11
EBUNANGWE,5.5
EBUSILOLI,2.6
EMUREMBE,2.9
EBUSAMIA,13.5
EMUHONDO,2.2
EBUKHUNZA,4
ESIBUYE,3.1
EMUSUTSWI,4.2
LUANDA (MULUKHORO),50.1
IPALI,20.6
EBUSIEKWE,2.5
ITUMBU,4.4
EMBALI,5
EMMUKOLA,4.8
ESIBAKALA,3.9
EBUKANGA,10
ESIKHUYU,2.7
EMMABWI,4.7
MULUNYENYA,2.5
TONGOI,19.5
ESSABA,5.1
EMUSIRE,3.1
ESSUNZA,3.3
EMANYINYA,3.7
ESIRULO,4.3
VIHIGA,90.1
VIHIGA,90.1
MUNGOMA,23.8
MADZUU,3.8
VIGULU,10.2
KISIENYA,2.5
MAHANGA,7.2
SOUTH MARAGOLI,24.9
IDELERI,6.1
CHAGENDA,8
MASANA,6.6
LUSIOLA,4.1
CENTRAL MARAGOLI,18
CHANGO,4.5
KIDUNDU,4.9
EMANDA,5.2
IKUMBA,3.4
LUGAGA,11.9
VUNANDI,3.5
MAGUI,3.6
MUHANDA,4.8
WAMULUMA,11.5
MBIHI,4.7
KEGOYE,4.1
CHAMBITI,2.7
SABATIA,111.4
SABATIA,59.7
NORTH MARAGOLI,16.4
DIGULA,2.2
MULUNDU,2.2
MUDETE,3.2
KIVAGALA,2.6
KIGAMA,6.2
WODANGA,19.5
GAIGEDI,3.4
MAMBAI,4.9
GAVUDIA,4.2
VOKOLI,2.9
LUSENGELI,4
BUSALI WEST,11.2
BUGINA,3.6
CHAMAKANGA,3.7
BUDAYWA,3.9
BUSALI EAST,12.6
ITEGERO,4.6
CHAVOGERE,5
KEDOLI,3.1
CHAVAKALI,51.7
IZAVA SOUTH,10
LYADUYWA,3.4
MUKINGI,3.2
DEMESI,3.4
IZAVA NORTH,9.5
MBALE,3.3
BUKULUNYA,2.9
MUNOYWA,3.3
WEST MARAGOLI,17.1
HAMUYUNDI,4.1
KEGONDI,4.4
SOLONGO,4.5
KISATIRU,4.2
CHAVAKALI,15.1
EVOJO,2.7
WALODEYA,2.7
IGUNGA,4.2
VIYALO,3.1
WANONDI,2.4
LUANDA,84.3
ESIMBERO,35.6
EMUSENJELI,8.2
EMUTSALWA,4.3
ESIANDA,1.7
KHUSIKULU,2.2
EBUBAYI,8.1
WAMASIOLO,2.5
EMATIBINI,3.1
ESIRABE,2.5
WEKHOMO,8.8
EMABUNGO,1.6
EBUHANDO,2.4
EBUSUNDI,4.8
EBULONGA,6.1
EBUKHUBI,2.7
EBULONGA,3.5
IBOONA,4.5
MUMBITA,2
EBWALI,2.4
EKWANDA,48.7
EBUSAKAMI,7.3
EMMUTSA,1.8
ENYAITA,1.4
ESABALU,4.1
MASENO,12.1
KAYILA,2.8
SUNRISE,2.4
MUSIKOMOLI,3.7
EMMALOBA,3.2
MUKHALAKHALA,8.7
EBWIRANYI,2.4
MWITUBWI,4.4
MWITAKO,1.9
EMASABA,13
EBUTSIMI,4.4
EBUTANYI,3.4
ESIANDUMBA,5.1
LUANDA TOWNSHIP,7.7
EBUSIKHALE,4.3
EBUSIRALO,2.2
EKAMANJI,1.1
HAMISI,157.2
JEPKOYAI,42.5
GISAMBAI,23.8
GALONA,8.3
GAMOI,5.5
GAVUNDUNYI,4.2
GIMOMOI,5.9
JEPKOYAI,18.7
TIGOI,4.8
KITAGWA,2.7
GIVOLE,4.8
KAPCHEMGUNG,6.5
TAMBUA,49.2
BANJA,27.3
GASIANGA,6.2
KIPCHEKWEN,8.8
KAPSOTIK,6.7
GIVOGI,5.5
TAMBUA,21.9
GAMALENGA,2.6
MWEMBE,5.2
GIMARAKWA,2.5
KIPTAIMES,4.1
IVOLA,2.7
CHEPSAGA,3.4
SIMBI,1.4
SHAMAKHOKHO,24.7
SHAMAKHOKHO,16.9
KISASI,4.6
SEREM,5.7
JIVOVOLI,6.6
SENENDE,7.8
SENENDE,4.3
KALWANI,3.5
SHAVIRINGA,40.8
SHAVIRINGA,20.8
SHIRU,8.3
MAKUCHI,7.7
JEPTULU,4.8
MUHUDU,20
MUHUDU,6
MULUNDU,7.4
KAPTECH,6.6
KAKAMEGA FOREST,31.7
KAKAMEGA FOREST,31.7
KAKAMEGA FOREST,31.7
KAKAMEGA FOREST,31.7
BUNGOMA,"3,023.90"
BUMULA,345.2
BUMULA,75.8
BUMULA,26.7
BUMULA,16.1
LUNAO,10.6
SOUTH BUKUSU,49.2
LUMBOKA,24.9
MATEKA,5.3
MUANDA,19
KABULA,42.2
KABULA,42.2
KABULA,19.8
WATOYA,22.4
KHASOKO,63
KHASOKO,24.6
KHASOKO,6.6
MUNGIORE,6.1
NAMATOTOA,12
MABUSI,38.4
KIMATUNI,17.2
MABUSI,21.2
KIMAETI,164.2
KIBUKE,38.1
KIBUKE,8.6
LWANJA,12
MAYANJA,9.4
NGOLI,8.2
KIMAETI,35.1
NAKHWANA,13.6
SYOMBE,21.5
MUKWA,26.1
KISAWAYI,15.4
MUKWA,10.7
NAPARA,31.8
BITOBO,10.4
KHASOLO,21.5
SIBOTI,33
EAST SIBOTI,16
MUSAKASA,17
BUNGOMA CENTRAL,232.7
MUKUYUNI,40.3
KUYWA,19.1
KUYWA,19.1
MUKUYUNI,21.2
KIBICHORI,11
MUKUYUNI,10.2
NALONDO,79.2
BWAKE,21.9
BWAKE,10.4
NALONDO,11.6
LUUYA,25.2
CHEKULO,11
LUUYA,14.2
NANGWE,13.5
NANGWE,6
WEST NALONDO,7.5
SIRARE,18.6
KASOSI,18.6
CHWELE,40.4
CHWELE,17.3
CHWELE,17.3
SICHEI,23.1
SICHEI,15.1
SIKULU,8
KABUCHAI,72.8
KABUCHAI,18.7
KABUCHAI,8.1
SIKUSI,10.6
KHACHONGE,18.3
NORTH NALANDO,18.3
KISIWA,23
KISIWA,23
NORTH BUKUSU,12.7
MUKHKWEYA,12.7
BUNGOMA EAST,163.3
NDIVISI,163.3
CHETAMBE,41.3
MITUKUYU,14.6
MIHUU,26.6
LUKUSI,35.2
LUTACHO,17.6
MISIMO,17.6
MUCHI,30.1
MARAKA,21.1
NANG'ENI,9
NAMARAMBI,30
MARINDA,9.6
MISEMWA,6.9
WABUKHONYI,4.2
MAKUSELWA,9.3
NDIVISI,26.8
MAGEMO,7.6
SINOKO,9.5
SITABICHA,9.7
BUNGOMA NORTH,191.5
CENTRAL,105.9
MILIMA,31.5
MILIMA,9
NABING'IENGE,22.5
MUKUYUNI,32.7
MALIKI,11.9
MUKUYUNI,20.8
NAITIRI,41.6
MAKHANGA,23.9
NAITIRI,17.7
MBAKALO,85.7
KABUYEFWE,35.7
KABUYEFWE,17.1
SIRAKARU,18.7
KIBISI,26.6
KIBISI,13.6
MUSEMBE,12.9
MBAKALO,23.4
KARIMA,12
MBAKALO,11.4
BUNGOMA SOUTH,321.1
BUKEMBE,91
BUKEMBE,91
BUKEMBE,7.7
KONGOLI,38.4
NAMIREMBE,19.2
NDENGELWA,16.7
NORTH SANG'ALO,8.8
EAST BUKUSU,121.4
EAST BUKUSU,59.1
BULONDO,11
NAMWACHA,13.5
RANJE,7.8
WEST SANG'ALO,26.8
MECHIMERU,28.4
EAST SANG'ALO,28.4
MWIBALE,33.9
KIMUGUI,14.2
MWIKHUPO,19.7
KANDUYI,108.7
BUNGOMA TOWNSHIP,5.3
BUNGOMA TOWNSHIP,5.3
KHALABA,9.7
KHALABA,9.7
KIBABII,24.3
TUUTI,24.3
MARAKARU,27
MARAKARU,14.6
MAYANJA,12.4
MUSIKOMA,42.5
NAMAMUKA,7.2
NAMASANDA,8.1
SAMOYA,8.2
SIO,11.5
SOUTH KANDUYI,7.6
CHEPTAIS,222.9
CHEPTAIS,97.5
CHEPKUBE,27.6
CHEBWEK,15.2
CHEPKUBE,12.4
CHEPTAIS,20.2
CHEPTAIS,9.8
NGACHI,10.4
CHESIKAKI,35.4
CHEMONDI,12.8
CHESIKAKI,13.8
TOROSO,8.9
SASUR,14.3
SASUR,14.3
KOPSIRO,125.5
CHONGEYWO,16.8
CHONGEYWO,6.5
KAPKURONGO,4.1
MASAEK,6.2
CHEPYUK,52.7
CHEPYUK,17.3
KAIMUGUL,19.1
KUBURA,16.3
EMIA,36.6
CHEPKURKUR,13.8
EMIA,7.5
KORNG'OTUNY,15.3
KAPKATENY,19.4
CHEPTONON,6.4
TEREM,4.6
TOYWONDET,8.3
KIMILILI,179.6
KAMUKUYWA/MAENI,85.8
KAMUKUYWA,24.4
KIMAKWA,9.5
MUSEMBE,6.8
NABIKOTO,8.1
KAMUSINDE,21.5
KAMASIELO,11.3
NASUSI,10.2
MAENI,18.1
KIBISI,7.9
SIKHENDU,10.1
MAKHONGE,21.8
MAKHONGE,9.2
MAPERA,5.1
MBONGI,7.5
KIMILILI,93.8
CHEBUKWABI,35.2
CHEBUKWABI,20.6
KAMUSINGA,14.6
KIBINGEI,16.5
KIBINGEI,8.1
KITAYI,8.4
KIMILILI RURAL,33
KHAMULATI,13.8
KIMILILI RURAL,19.2
KIMILILI TOWNSHIP,9.1
BITUYU,4.9
KIMILILI TOWNSHIP,4.2
MOUNT ELGON,126.5
KAPSOKWONY,57.7
ELGON,13.6
KAMTIONG,4.2
KIBUK,4.5
KIMOBO,4.9
KAMUNERU,9.4
KAMUNERU,5.5
SACHO,3.9
KAPSOKWONY,14
BUGAA,3.2
CHEMWEISUS,6.5
KAPSOKWONY,4.3
NOMORIO,20.7
KIPYETO,3.5
KOSHOK,4.2
NOMORIO,9.1
SAMBOCHO,3.9
KAPTAMA,68.8
CHEMOGE,14.8
CHEMOGE,7.1
CHEMSES,7.7
KABOYWO,16.9
CHESITO,8.7
KABOYWO,8.2
KAPTAMA,20.9
KABOROM,11
KAPTAMA,9.9
KONGIT,16.2
KAPTALELIO,7.6
KONGIT,8.6
BUNGOMA WEST,211
LWANDANYI,60.3
CHEBUKUYI,14.8
CHEBUKUYI,7.8
LWAKHAKHA,6.9
LWANDANYI,11.6
MAYEKWE,11.6
NAMUBILA,34
MACHAKHA,11.2
WAMONO,22.8
MALAKISI,38.5
BUKOKHOLO,11.9
BUKOKHOLO,5.6
BUTONGE,6.3
MALAKISI,8.7
KABASWANA,2.7
MWALIE,6.1
SITABICHA,10.3
NAMWESI,5.6
SITABICHA,4.7
TAMULEGA,7.6
NAMBUYA,3.6
TAMULEGA,4
NAMWELA,48.4
NAMWELA,21
CENTRAL NAMWELA,11.2
MENU,9.7
TOLOSO,27.4
KOLANI,9.4
SIBUMBA,6.1
SOUTH NAMWELA,11.9
SIRISIA,63.8
BISUNU,31.6
CHONGONYI,9.8
LUTASO,11.2
SOUTH KULISIRU,10.6
KAISAMO,16.1
NDAKARU,16.1
SIRISIA,16
NORTH KULISIRU,16
TONGAREN,185.3
NDALU,108.3
KIMININI,50.4
KIMININI,27.2
TABANI,23.1
MITUA,20.6
MISANGA,9.1
MITUA,11.5
NDALU,37.4
MULIRO,18.2
NDALU,19.2
TONGAREN,76.9
KAKAMWE,23.8
KAKAMWE,23.8
SOYSAMBU,31.2
NARATI,17.2
SOYSAMBU,14.1
TONGAREN,21.9
MABUSI,9.6
TONGAREN,12.3
WEBUYE WEST,238.9
BOKOLI,67.7
BOKOLI,30.4
BOKOLI,16.3
MAHANGA,14.1
MIENDO,37.3
MATISI,15.2
MIENDO,22.2
WEBUYE,171.2
KITUNI,16.6
KITUNI,9.7
SIRISIA,6.9
MALAHA,19.2
LUGULU,7.8
MALAHA,11.4
SIRENDE,33.9
MISIKHU,6.9
MUKHE,7.9
NAMBAMI,9.7
SIRENDE,9.3
SITIKHO,80.1
KHALUMULI,38.2
MILO,20.8
SITIKHO,21.1
WEBUYE,21.4
MATULO,17.2
TOWNSHIP,4.2
MT. ELGON FOREST,605.8
MT. ELGON FOREST,605.8
MT. ELGON FOREST,605.8
MT. ELGON FOREST,605.8
BUSIA,"1,699.80"
BUNYALA,192.2
BUDALANGI,63.9
BUNYALA EAST,48.3
BUDALANGI,18.6
MUDEMBI,15.5
RUAMBWA,14.2
BUNYALA NORTH,15.7
BUDUBUSI,4.3
MUNDERE,6
SISENYE,5.3
LUGALE,106
BUNYALA CENTRAL,39.8
MAGOMBE CENTRAL,18.1
MAGOMBE EAST,8.1
MAGOMBE WEST,13.6
BUNYALA SOUTH,17.7
MABINJU,6.8
RUKALA,10.9
KHAJULA,11
LUGALE,5.6
RUGUNGA,5.4
OBARO,37.5
EBULWANI,18.3
